Gender,Age,Education,Occupation,State,Relationship_Status,Obligation_Rating,Obligation_Category,NEP,Vacation_Behaviour,Rest_and_relax,Luxury_be spoilt,Do_sports,excitement_a_challenge,Not_exceed_planned_budget,Realise_creativity,Fun_and_entertainment,Good_company,Health_and_beauty,Free_and_easy_going,Entertainment_facilities,Not_care_about_prices,Life_style_of_the_local_people,Intense_Experience_of_Nature,Cosiness_or_Familiar_Atmosphere,Maintain_Unspoilt_Surroundings,Everything_Organised,Unspoilt_Nature_or_Natural_Landscape,Cultural_Offers,Change_of_Surroundings,Income_Doller_k,Expenditure_Doller_k
Female,37,3,retired,SA,living with a partner,3.400,Q2,4.067,3.238,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,,
Male,37,8,professional,WA,living with a partner,2.767,Q1,4.000,3.313,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Female,58,3,Clerical or service worker,NSW,married,3.400,Q2,3.933,3.042,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,no,yes,,
Female,28,7,sales,VIC,living with a partner,3.800,Q2,4.400,3.714,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
Male,30,4,manager or administrator,NSW,married,4.333,Q4,4.267,3.727,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Male,61,7,professional,WA,married,3.167,Q1,4.733,3.273,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,29,7,,WA,married,3.633,Q2,3.800,2.630,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,,
Female,26,3,small business owner,WA,single,4.233,Q4,3.467,4.235,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,,
Female,56,7,,NSW,married,4.433,Q4,3.133,3.542,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,yes,,
Female,38,2,,VIC,widowed,4.933,Q4,3.133,4.556,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
Male,36,3,professional,VIC,single,3.600,Q2,2.667,2.880,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Female,64,1,home-duties,NSW,married,4.233,Q4,3.400,4.200,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
Female,62,1,retired,VIC,married,2.700,Q1,2.600,2.200,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
Female,33,7,professional,QLD,married,3.100,Q1,3.600,2.739,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,57,6,retired,QLD,married,3.867,Q3,4.000,3.400,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,,
Male,39,2,sales,VIC,married,3.133,Q1,3.333,1.733,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,105,7,manager or administrator,NSW,separated or divorced,4.633,Q4,2.933,3.333,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,48,2,transport worker,QLD,married,3.600,Q2,3.600,2.000,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Male,70,6,,NSW,married,3.233,Q1,3.667,2.793,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,,
Female,59,6,small business owner,NSW,separated or divorced,3.967,Q3,4.133,2.200,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,yes,,
Male,37,6,Clerical or service worker,QLD,married,3.000,Q1,3.000,2.900,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,48,8,professional,NSW,single,4.233,Q4,3.467,3.550,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,,
Male,31,3,professional,NSW,living with a partner,3.767,Q2,4.467,3.235,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,47,6,professional,NSW,single,3.433,Q2,4.533,1.667,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,,
Female,32,6,sales,NSW,married,4.167,Q3,3.867,3.600,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Female,38,3,professional,SA,married,4.033,Q3,3.200,2.500,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,,
Female,20,6,sales,VIC,single,4.333,Q4,3.333,4.125,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,,
Female,40,6,unemployed,QLD,living with a partner,4.333,Q4,3.400,3.964,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,25,7,home-duties,VIC,living with a partner,3.467,Q2,3.133,2.733,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,,
Male,66,8,professional,WA,married,3.567,Q2,3.533,3.267,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,,
Male,25,8,manager or administrator,NSW,single,3.833,Q3,3.600,2.357,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,,
Male,35,7,small business owner,NT,living with a partner,1.333,Q1,2.600,1.733,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,,
Female,39,6,manager or administrator,QLD,married,4.133,Q3,3.667,3.286,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,,
Male,41,6,professional,NSW,separated or divorced,4.100,Q3,3.200,2.300,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,,
Male,35,3,tradesperson,QLD,single,2.700,Q1,4.000,2.138,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,65,4,professional,SA,married,3.900,Q3,3.600,3.700,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Male,22,7,professional,ACT,living with a partner,3.533,Q2,4.000,3.000,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Male,65,3,professional,SA,married,3.367,Q1,3.133,1.966,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,yes,,
Male,32,8,professional,SA,married,3.333,Q1,4.400,2.722,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,,
Male,33,1,unemployed,SA,living with a partner,3.967,Q3,3.667,3.200,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
Male,58,1,small business owner,VIC,married,3.067,Q1,4.267,3.115,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,,
Male,57,1,retired,VIC,married,4.200,Q3,2.133,3.000,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Male,71,1,sales,VIC,married,2.033,Q1,1.733,1.800,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,,
Male,70,8,retired,NSW,married,3.967,Q3,3.600,2.944,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,,
Male,59,7,unemployed,VIC,separated or divorced,1.733,Q1,2.533,1.767,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
Female,43,2,home-duties,VIC,married,3.367,Q1,3.867,2.950,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,
Female,47,6,Clerical or service worker,NSW,married,3.733,Q2,4.200,3.033,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,,
Female,32,3,Clerical or service worker,VIC,living with a partner,4.133,Q3,3.867,2.667,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,,
Male,58,1,transport worker,QLD,single,3.600,Q2,2.533,3.167,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,30,6,Clerical or service worker,VIC,living with a partner,2.300,Q1,2.867,1.967,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,,
Female,53,1,sales,VIC,married,3.233,Q1,3.400,2.043,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,
Female,51,8,professional,NSW,living with a partner,4.700,Q4,4.200,4.167,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,yes,,
Female,48,3,manager or administrator,VIC,single,4.033,Q3,4.400,2.667,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,,
Female,69,8,retired,QLD,married,3.733,Q2,3.067,3.650,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,,
Female,61,6,retired,ACT,married,4.300,Q4,4.067,3.633,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,,
Female,26,6,manager or administrator,QLD,married,2.933,Q1,3.667,2.400,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,
Male,21,6,Clerical or service worker,NSW,single,4.500,Q4,3.800,4.458,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Male,43,6,Clerical or service worker,WA,living with a partner,4.300,Q4,3.067,2.767,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,yes,,
Male,61,3,retired,QLD,single,2.567,Q1,2.533,1.667,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
Female,31,4,manager or administrator,NSW,married,4.467,Q4,3.800,4.176,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
Female,27,1,small business owner,QLD,married,4.433,Q4,4.400,3.316,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,,
Female,32,6,manager or administrator,VIC,married,3.400,Q2,3.333,2.333,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,,
Male,31,1,professional,NSW,married,3.900,Q3,3.067,3.000,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,,
Male,26,7,manager or administrator,VIC,living with a partner,3.833,Q3,3.467,3.067,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,,
Female,33,4,Clerical or service worker,NSW,living with a partner,4.200,Q3,3.600,2.724,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Male,36,8,manager or administrator,NSW,single,3.000,Q1,3.133,2.448,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,yes,,
Male,40,3,professional,NSW,married,2.733,Q1,2.200,2.321,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,,
Male,22,3,Clerical or service worker,WA,single,2.833,Q1,2.933,2.067,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,,
Male,48,3,retired,QLD,living with a partner,4.233,Q4,4.000,3.067,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,30,7,home-duties,WA,living with a partner,3.800,Q2,4.200,3.526,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,,
Male,47,1,,VIC,separated or divorced,3.933,Q3,3.733,3.500,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,36,6,manager or administrator,VIC,single,3.133,Q1,3.600,2.519,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,56,6,Clerical or service worker,QLD,married,3.600,Q2,4.400,3.042,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,,
Female,57,7,retired,QLD,separated or divorced,4.467,Q4,3.667,3.818,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Female,60,4,home-duties,WA,married,4.767,Q4,3.667,2.800,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,73,6,retired,NSW,married,3.267,Q1,3.733,2.138,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,,
Male,52,3,transport worker,QLD,separated or divorced,4.200,Q3,2.667,3.176,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,yes,yes,,
Male,52,4,professional,QLD,married,1.233,Q1,2.933,3.100,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
Female,37,6,manager or administrator,ACT,single,4.633,Q4,3.800,3.304,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,76,8,professional,NSW,married,3.933,Q3,2.600,3.667,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,,
Female,74,4,retired,VIC,married,3.433,Q2,3.933,3.556,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
Female,36,3,manager or administrator,NSW,married,4.267,Q4,3.667,3.556,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,yes,,
Female,62,8,professional,NSW,single,4.500,Q4,4.933,3.143,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Male,38,3,professional,QLD,separated or divorced,2.800,Q1,3.733,2.133,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,44,4,professional,QLD,separated or divorced,2.733,Q1,3.200,2.519,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
Male,43,6,professional,QLD,separated or divorced,3.900,Q3,3.800,2.545,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes,,
Male,40,3,tradesperson,QLD,married,2.267,Q1,4.133,1.759,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,,
Female,23,7,sales,VIC,single,3.933,Q3,4.200,3.091,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,28,7,professional,VIC,single,4.267,Q4,2.800,3.857,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,,
Female,46,3,professional,QLD,married,2.033,Q1,3.800,1.933,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
Male,58,2,,QLD,married,3.667,Q2,4.200,3.083,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Male,58,1,retired,VIC,living with a partner,3.733,Q2,4.267,2.379,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,41,1,home-duties,NSW,living with a partner,5.000,Q4,4.267,3.267,yes,no,yes,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,,
Male,72,7,retired,ACT,married,3.833,Q3,3.467,3.100,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Male,75,3,retired,VIC,married,3.667,Q2,2.667,2.529,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,,
Female,55,3,professional,WA,married,4.533,Q4,4.067,4.118,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,,
Male,46,4,professional,VIC,married,4.067,Q3,3.733,2.467,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,,
Male,55,3,Clerical or service worker,VIC,married,3.800,Q2,4.067,2.233,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,32,7,professional,NSW,married,3.433,Q2,2.933,2.100,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,,
Male,31,6,transport worker,NT,married,3.600,Q2,3.067,3.333,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
Male,19,3,,NSW,single,3.000,Q1,3.133,,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
Male,68,7,professional,VIC,married,4.500,Q4,3.667,3.621,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,yes,,
Female,66,8,retired,NSW,separated or divorced,4.267,Q4,3.933,2.947,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,,
Female,25,7,manager or administrator,NSW,living with a partner,3.000,Q1,3.000,3.000,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,39,8,manager or administrator,VIC,living with a partner,4.533,Q4,4.267,4.700,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Male,56,6,manager or administrator,QLD,separated or divorced,3.533,Q2,4.267,2.913,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,43,4,professional,NSW,married,3.167,Q1,3.200,2.467,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,56,2,retired,QLD,married,4.200,Q3,3.867,2.633,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,,
Male,67,8,professional,NSW,married,3.900,Q3,3.667,3.033,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Female,26,1,Clerical or service worker,VIC,living with a partner,3.767,Q2,3.333,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,53,1,,VIC,married,3.133,Q1,3.533,2.893,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,,
Female,32,7,home-duties,NSW,married,4.033,Q3,2.867,2.600,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,54,3,professional,VIC,living with a partner,4.533,Q4,4.333,3.840,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,,
Male,40,6,tradesperson,VIC,married,4.067,Q3,4.133,3.364,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,,
Female,24,7,,VIC,single,3.567,Q2,3.400,2.444,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,,
Female,39,7,professional,NSW,married,3.200,Q1,2.800,2.643,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,34,8,professional,NSW,married,2.500,Q1,2.467,2.000,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,,
Male,35,8,professional,WA,living with a partner,3.833,Q3,3.000,2.600,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,,
Male,30,7,professional,NSW,married,4.333,Q4,3.267,1.667,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,,
Female,34,2,Clerical or service worker,VIC,married,2.933,Q1,3.133,2.433,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,56,3,small business owner,WA,married,4.133,Q3,3.533,3.800,yes,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,,
Female,22,2,unemployed,QLD,living with a partner,3.800,Q2,3.933,2.455,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
Male,54,3,manager or administrator,QLD,married,3.800,Q2,3.600,2.920,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,35,7,,QLD,,3.900,Q3,4.533,4.176,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,,
Female,72,8,professional,WA,widowed,4.633,Q4,4.467,4.500,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
Male,32,1,manager or administrator,WA,married,3.933,Q3,3.533,3.143,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,,
Female,41,3,home-duties,NSW,married,3.633,Q2,3.200,3.143,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,,
Male,27,8,manager or administrator,WA,living with a partner,3.700,Q2,3.333,3.241,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,,
Male,26,7,professional,VIC,single,4.567,Q4,4.600,3.304,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,,
Male,61,3,retired,VIC,married,3.767,Q2,3.800,3.375,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,
Male,35,6,,Tas,single,2.300,Q1,4.133,3.900,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,37,7,manager or administrator,NSW,married,3.233,Q1,3.133,2.200,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,
Male,34,8,professional,VIC,married,3.067,Q1,3.267,2.533,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Male,53,2,tradesperson,VIC,separated or divorced,4.067,Q3,3.733,3.154,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
Female,34,2,small business owner,NSW,married,3.833,Q3,3.600,3.080,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,30,3,Clerical or service worker,QLD,married,3.600,Q2,3.600,2.862,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
Male,45,4,manager or administrator,NSW,married,4.367,Q4,4.067,2.308,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,yes,,
Female,36,3,home-duties,VIC,married,4.200,Q3,3.800,,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,,
Female,31,7,professional,VIC,single,3.433,Q2,3.467,2.333,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,,
Male,21,2,tradesperson,ACT,single,3.533,Q2,2.067,2.333,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,33,6,professional,NSW,single,4.267,Q4,4.267,3.885,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,,
Male,51,3,small business owner,NSW,married,3.367,Q1,4.000,2.913,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,,
Female,67,3,retired,VIC,married,3.000,Q1,4.267,3.909,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,
Female,34,7,professional,WA,married,3.200,Q1,3.467,2.455,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Male,55,1,Clerical or service worker,VIC,married,3.000,Q1,3.000,2.000,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,51,2,retired,QLD,separated or divorced,4.100,Q3,3.267,3.179,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,32,8,professional,VIC,single,3.600,Q2,3.333,2.733,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Female,36,7,,VIC,separated or divorced,3.433,Q2,3.467,2.655,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,,
Female,34,2,manager or administrator,NSW,living with a partner,4.433,Q4,3.867,2.850,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
Male,55,8,professional,SA,separated or divorced,3.000,Q1,4.467,2.464,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,,
Female,43,6,,VIC,separated or divorced,3.400,Q2,3.867,2.900,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
Male,47,7,professional,NSW,married,4.633,Q4,4.200,3.867,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,,
Male,62,4,,Tas,married,3.067,Q1,3.200,2.625,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,,
Female,67,3,retired,QLD,separated or divorced,3.633,Q2,3.333,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,
Male,47,3,sales,VIC,separated or divorced,4.733,Q4,4.600,2.520,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,,
Male,26,8,Clerical or service worker,QLD,single,3.400,Q2,3.267,2.500,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,,
Male,45,7,small business owner,QLD,single,3.900,Q3,3.267,3.233,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,,
Female,58,3,professional,NSW,separated or divorced,3.633,Q2,3.667,3.250,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
Male,74,3,small business owner,VIC,married,3.433,Q2,3.733,3.067,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,,
Male,60,2,retired,VIC,living with a partner,3.800,Q2,3.800,2.913,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,,
Male,70,8,professional,VIC,married,3.967,Q3,4.867,2.633,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,,
Male,60,2,manager or administrator,NSW,married,4.400,Q4,4.000,3.357,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,,
Male,45,8,small business owner,QLD,married,4.133,Q3,4.400,4.053,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,,
Male,59,1,professional,WA,living with a partner,3.900,Q3,4.400,2.292,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,,
